rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
45,1040.01,1040,310483807,310483807,1,FP,08h34m27.41s,128.61421,,,-61d29m17.74s,-61.488262,,,-11.78,0.118,-0.118,0,1,6.725,0.097,-0.097,0,1,2458520.657,0.00497,-0.00497,0,1,2.55555,0.00045,-0.00045,0,1,1.566,0.375,-0.375,0,1,340,1.37224,-1.37224,0,1,11.5901,,,0,1,3520.68,,,,,2145,,,,,8.3854,0.007,-0.007,0,1,732.432,32.449,-32.449,0,1,10037,123,-123,0,1,,,,0,1,6.04,,,0,1,6/11/2019 14:45,5/20/2020 16:00
46,1041.01,1041,385624852,385624852,1,PC,09h13m36.54s,138.402252,,,-55d11m52.48s,-55.19791,,,-14.189,0.065,-0.065,0,1,14.261,0.058,-0.058,0,1,2458547.348,0.00048,-0.00048,0,1,8.30792,0.00037,-0.00037,0,1,3.228,0.089,-0.089,0,1,8350,160.238,-160.238,0,1,43.1068,4.42399,-4.42399,0,1,2276.25,,,,,1924,,,,,8.0981,0.006,-0.006,0,1,305.034,2.981,-2.981,0,1,9081,173.2,-173.2,0,1,3.83,0.07,-0.07,0,1,3.05,0.09,-0.09,0,1,6/11/2019 14:45,11/30/2020 3:13
47,1042.01,1042,360286627,360286627,1,PC,09h27m54.05s,141.975215,,,-61d19m48.14s,-61.33004,,,-11.595,0.056,-0.056,0,1,3.139,0.057,-0.057,0,1,2458544.455,0.00204,-0.00204,0,1,0.7581,0.00006,-0.00006,0,1,1.065,0.13,-0.13,0,1,780,1.21254,-1.21254,0,1,9.88225,0.543216,-0.543216,0,1,14573,,,,,3060,,,,,9.718,0.006,-0.006,0,1,792.633,19.4965,-19.4965,0,1,9917,199.6,-199.6,0,1,3.75,0.06,-0.06,0,1,3.51,0.12,-0.12,0,1,6/25/2019 15:58,10/30/2020 1:59
48,1043.01,1043,90448944,90448944.01,1,PC,08h33m12.56s,128.302319,,,-52d42m51.13s,-52.714202,,,-9.496,0.051,-0.051,0,1,14.659,0.045,-0.045,0,1,2458518.269,0.00459,-0.00459,0,1,1.44095,0.00021,-0.00021,0,1,2.107,0.513,-0.513,0,1,490,1.33332,-1.33332,0,1,3.47509,0.240888,-0.240888,0,1,6265.36,,,,,2478,,,,,9.5719,0.006,-0.006,0,1,208.055,1.1015,-1.1015,0,1,6902,135.7,-135.7,0,1,4.25,0.09,-0.09,0,1,1.52,0.06,-0.06,0,1,6/11/2019 14:45,10/30/2020 1:59
49,1044.01,1044,463402815,463402815,1,PC,10h15m14.65s,153.811023,,,-58d45m59.01s,-58.766393,,,-14.441,0.073,-0.073,0,1,6.214,0.069,-0.069,0,1,2458544.598,0.00116,-0.00116,0,1,1.0086,0.00004,-0.00004,0,1,1.597,0.069,-0.069,0,1,2610,781.548,-781.548,0,1,,,,0,1,8072.13,,,,,2640,,,,,10.0031,0.006,-0.006,0,1,494.689,9.557,-9.557,0,1,5215.2,1166.8,-1166.8,0,1,,,,0,1,,,,0,1,6/25/2019 15:58,10/30/2020 1:59
50,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.887704,,,-32d30m42.77s,-32.51188,,,-34.609,0.053,-0.053,0,1,14.667,0.057,-0.057,0,1,2458545.922,0.00053,-0.00053,0,1,3.70426,0.00015,-0.00015,0,1,4.08,0.059,-0.059,0,1,7440,0.486076,-0.486076,0,1,16.7631,1.4673,-1.4673,0,1,1813.75,,,,,1818,,,,,9.6306,0.006,-0.006,0,1,300.696,3.3695,-3.3695,0,1,7013.799805,299.600006,-299.600006,0,1,4.21,0.44,-0.44,0,1,1.84,0.16,-0.16,0,1,6/11/2019 14:44,3/4/2020 12:58
51,1046.01,1046,309787037,309787037,1,APC,08h25m40.67s,126.419468,,,-60d54m27.05s,-60.907514,,,-1.536,0.058,-0.058,0,1,-9.979,0.048,-0.048,0,1,2458518.852,0.00232,-0.00232,0,1,1.30427,0.00008,-0.00008,0,1,1.607,0.248,-0.248,0,1,950,1.09538,-1.09538,0,1,4.89414,0.284914,-0.284914,0,1,2608.14,,,,,1990,,,,,10.0119,0.006,-0.006,0,1,301.298,2.496,-2.496,0,1,6762,130.2,-130.2,0,1,4.11,0.08,-0.08,0,1,1.75,0.07,-0.07,0,1,6/25/2019 15:58,12/11/2020 12:01
52,1047.01,1047,370745311,370745311,1,FP,09h38m19.57s,144.581535,,,-67d30m18.35s,-67.505097,,,-35.412,0.104,-0.104,0,1,24.084,0.128,-0.128,0,1,2458544.791,0.00092,-0.00092,0,1,0.62627,0.00002,-0.00002,0,1,0.666,0.169,-0.169,0,1,1880,68.5212,-68.5212,0,1,5.72162,0.894462,-0.894462,0,1,3235.57,,,,,2101,,,,,10.2355,0.006,-0.006,0,1,134.926,1.0555,-1.0555,0,1,5622,131.2,-131.2,0,1,4.5,0.07,-0.07,0,1,0.93,0.05,-0.05,0,1,6/25/2019 15:58,7/24/2020 12:00
53,1048.01,1048,384549882,384549882,1,FP,09h06m06.65s,136.527702,,,-54d54m14.12s,-54.903922,,,-10.863,0.096,-0.096,0,1,7.063,0.089,-0.089,0,1,2458518.376,0.00075,-0.00075,0,1,0.30412,0.00001,-0.00001,0,1,0.748,0.1,-0.1,0,1,1330,3.83107,-3.83107,0,1,10.417,0.668057,-0.668057,0,1,280833,,,,,6413,,,,,8.802,0.006,-0.006,0,1,440.426,9.484,-9.484,0,1,11892,235.8,-235.8,0,1,4.14,0.07,-0.07,0,1,2.52,0.09,-0.09,0,1,6/11/2019 14:45,6/15/2020 12:00
54,1049.01,1049,16288184,16288184.01,1,KP,16h55m04.52s,253.768848,,,-28d42m38.1s,-28.710584,,,-8.568,0.1,-0.1,0,1,-5.562,0.055,-0.055,0,1,2458626.801,0.000869,-0.000869,0,1,2.180764,0.000122,-0.000122,0,1,2.941969,0.052856,-0.052856,0,1,18115.7832,663.216248,-663.216248,0,1,21.029911,20.530203,-20.530203,0,1,2947.071533,,,,,1879.175903,,,,,11.0657,0.006,-0.006,0,1,314.995,7.0655,-7.0655,0,1,6599,200,-200,0,1,4.21017,1.96411,-1.96411,0,1,1.52629,1.48961,-1.48961,0,1,7/15/2019 19:20,12/17/2019 10:00
55,105.01,105,144065872,144065872,1,KP,22h29m49.88s,337.457824,,,-48d00m11.16s,-48.003099,,,91.976,0.052,-0.052,0,1,-6.861,0.069,-0.069,0,1,2459084.585,0.00011,-0.00011,0,1,2.18467,,,0,1,2.718,0.014,-0.014,0,1,11400,0.071095,-0.071095,0,1,14.167,0.68399,-0.68399,0,1,998.015,,,,,1565,,,,,9.4995,0.006,-0.006,0,1,137.544,0.7905,-0.7905,0,1,5630,,,0,1,4.37759,,,0,1,1.24,0.06,-0.06,0,1,9/5/2018 18:34,11/9/2020 16:00
56,1050.01,1050,66818296,66818296.01,1,KP,15h59m50.94s,239.962248,,,-28d03m42.46s,-28.061794,,,-8.1,0.102,-0.102,0,1,-9.639,0.055,-0.055,0,1,2458627.126,0.000584,-0.000584,0,1,3.735285,0.000148,-0.000148,0,1,4.295874,0.035565,-0.035565,0,1,17207.56641,133.548279,-133.548279,0,1,21.273773,0.135096,-0.135096,0,1,1622.430908,,,,,1618.681152,,,,,11.0261,0.006,-0.006,0,1,405.908,8.6,-8.6,0,1,6650,,,0,1,4.1639,,,0,1,1.57,,,0,1,7/15/2019 19:20,12/17/2019 10:00
57,1051.01,1051,259863352,259863352,1,FA,02h41m27.83s,40.365939,,,-71d27m45.9s,-71.462749,,,168.17,2,-2,0,1,-56.04,2,-2,0,1,2458657.737,0.007425,-0.007425,0,1,21.701669,0.009532,-0.009532,0,1,8.267642,0.508898,-0.508898,0,1,211.656733,25.132692,-25.132692,0,1,2.375149,0.698345,-0.698345,0,1,52.095,,,,,685.2,,,,,7.1278,0.006,-0.006,0,1,53.19149,,,0,1,5625,80,-80,0,1,4.438,,,0,1,1.56486,0.186629,-0.186629,0,1,8/16/2019 20:20,11/16/2020 10:00
58,1052.01,1052,317060587,317060587,1,PC,22h30m02.47s,337.510274,,,-75d38m47.62s,-75.646561,,,-63.327,0.046,-0.046,0,1,-1.942,0.044,-0.044,0,1,2458332.941,0.003592,-0.003592,0,1,9.139804,0.002737,-0.002737,0,1,3.091294,0.828132,-0.828132,0,1,358.415771,56.999161,-56.999161,0,1,3.062985,4.508955,-4.508955,0,1,243.011765,,,,,1006.534668,,,,,9.0197,0.006,-0.006,0,1,129.804,0.5575,-0.5575,0,1,5958.200195,76,-76,0,1,4.34,0.12,-0.12,0,1,1.58,0.165123,-0.165123,0,1,8/16/2019 20:20,11/5/2020 12:00
59,1053.01,1053,112395568,112395568,1,FP,19h23m54.51s,290.977117,,,-33d21m05.1s,-33.351416,,,-18.692,0.065,-0.065,0,1,-8.192,0.059,-0.059,0,1,2458657.999,0.001553,-0.001553,0,1,5.742625,0.000621,-0.000621,0,1,2.860293,0.230499,-0.230499,0,1,1105.760864,87.926727,-87.926727,0,1,13.088532,3.636668,-3.636668,0,1,,,,,,,,,,,8.8849,0.006,-0.006,0,1,263.729,2.8735,-2.8735,0,1,5664,188,-188,0,1,3.26574,0.355261,-0.355261,0,1,3.86959,0.644568,-0.644568,0,1,8/16/2019 20:20,6/27/2020 12:00
60,1054.01,1054,366989877,366989877,1,CP,20h08m27.4s,302.114174,,,-54d19m03s,-54.317501,,,1.594,0.054,-0.054,0,1,-15.903,0.049,-0.049,0,1,2458664.973,0.002548,-0.002548,0,1,15.50529,0.003586,-0.003586,0,1,5.092786,0.399104,-0.399104,0,1,623.092285,39.131664,-39.131664,0,1,3.181526,0.894988,-0.894988,0,1,,,,,,,,,,,8.4362,0.006,-0.006,0,1,88.4343,0.28175,-0.28175,0,1,6122,194,-194,0,1,4.30881,0.268555,-0.268555,0,1,1.24811,0.142033,-0.142033,0,1,8/16/2019 20:20,12/16/2020 12:01
61,1055.01,1055,320004517,320004517,1,CP,19h33m08.79s,293.286615,,,-54d31m57.82s,-54.532728,,,108.439,0.074,-0.074,0,1,-82.632,0.052,-0.052,0,1,2458661.063,0.001217,-0.001217,0,1,17.47114,0.001692,-0.001692,0,1,4.319798,0.186523,-0.186523,0,1,1258.553223,52.181797,-52.181797,0,1,3.864567,0.570951,-0.570951,0,1,,,,,,,,,,,8.0888,0.006,-0.006,0,1,57.2651,0.18695,-0.18695,0,1,5783.540039,7.82429,-7.82429,0,1,4.49925,0.019231,-0.019231,0,1,1.07824,0.095,-0.095,0,1,8/16/2019 20:20,2/3/2021 12:01
62,1056.01,1056,421894914,421894914,1,PC,22h37m02.09s,339.258703,,,-76d55m03.38s,-76.917605,,,9.716,0.041,-0.041,0,1,-20.168,0.044,-0.044,0,1,2458326.071,0.00215,-0.00215,0,1,5.307589,0.00006,-0.00006,0,1,2.561828,0.761283,-0.761283,0,1,387.441528,57.228786,-57.228786,0,1,2.903689,1.041047,-1.041047,0,1,480.103912,,,,,1193.889648,,,,,9.6663,0.006,-0.006,0,1,168.354,0.6765,-0.6765,0,1,6124.299805,83,-83,0,1,4.38,0.16,-0.16,0,1,1.3758,0.159916,-0.159916,0,1,8/16/2019 20:20,11/5/2020 12:00
63,1057.01,1057,323132914,323132914,1,PC,08h31m59.26s,127.996917,,,-78d24m27.23s,-78.407564,,,117.721,0.081,-0.081,0,1,-24.565,0.076,-0.076,0,1,2458607.347,0.00312,-0.00312,0,1,51.164822,0.004451,-0.004451,0,1,6.254958,0.437893,-0.437893,0,1,968.313416,59.173695,-59.173695,0,1,3.031104,0.78654,-0.78654,0,1,,,,,,,,,,,9.4091,0.006,-0.006,0,1,98.2855,0.26725,-0.26725,0,1,5599,187,-187,0,1,4.46138,0.26998,-0.26998,0,1,0.968952,0.116848,-0.116848,0,1,8/16/2019 20:20,10/30/2020 1:59
64,1058.01,1058,31553893,31553893.01,1,PC,19h15m38.83s,288.911772,,,-31d47m26.93s,-31.790813,,,3.226,0.082,-0.082,0,1,-16.323,0.067,-0.067,0,1,2458663.023,0.003673,-0.003673,0,1,11.112686,0.005253,-0.005253,0,1,4.956529,0.533981,-0.533981,0,1,793.967773,100.12719,-100.12719,0,1,3.254684,3.436715,-3.436715,0,1,,,,,,,,,,,9.3781,0.007,-0.007,0,1,338.831,6.705,-6.705,0,1,5785,189,-189,0,1,4.344,2.00356,-2.00356,0,1,1.13565,1.13565,-1.13565,0,1,8/16/2019 20:20,11/5/2020 12:00
65,1059.01,1059,380783252,380783252,1,PC,17h58m51.48s,269.714503,,,-60d55m21.82s,-60.922727,,,4.297,0.037,-0.037,0,1,-207.409,0.034,-0.034,0,1,2458660.541,0.000406,-0.000406,0,1,9.449544,0.000281,-0.000281,0,1,2.171769,0.043131,-0.043131,0,1,24877.55469,448.015656,-448.015656,0,1,23.233707,24.368483,-24.368483,0,1,,,,,,,,,,,9.7825,0.006,-0.006,0,1,98.8783,0.4197,-0.4197,0,1,5509,186,-186,0,1,4.39758,2.00408,-2.00408,0,1,1.03069,1.03069,-1.03069,0,1,8/16/2019 20:20,11/5/2020 12:00
66,106.01,106,38846515,38846515.01,1,KP,04h35m50.36s,68.959816,,,-64d01m37.34s,-64.027039,,,10.845,0.035,-0.035,0,1,-0.499,0.052,-0.052,0,1,2459204.354,0.000394,-0.000394,0,1,2.849513,0.000082,-0.000082,0,1,3.715023,0.031446,-0.031446,0,1,7356.398871,53.079185,-53.079185,0,1,15.803857,0.717981,-0.717981,0,1,2935.490055,,,,,1877.326899,,,,,10.3157,0.006,-0.006,0,1,364.411,2.729,-2.729,0,1,6900,,,0,1,4.438,,,0,1,1.77457,0.0795,-0.0795,0,1,9/5/2018 18:34,2/18/2021 16:00
67,1060.01,1060,101230735,101230735,1,PC,19h57m09.84s,299.290995,,,-48d56m04.11s,-48.934476,,,2.224,0.286,-0.286,0,1,-14.604,0.228,-0.228,0,1,2458653.966,0.002671,-0.002671,0,1,2.068731,0.000319,-0.000319,0,1,0.920059,0.427225,-0.427225,0,1,545.986572,84.638802,-84.638802,0,1,3.08866,6.045137,-6.045137,0,1,,,,,,,,,,,9.6652,0.006,-0.006,0,1,128.491,3.3745,-3.3745,0,1,5687.899902,76,-76,0,1,4.6,0.12,-0.12,0,1,1.3001,0.216356,-0.216356,0,1,8/16/2019 20:20,10/30/2020 1:59
68,1061.01,1061,253990973,253990973,1,FP,18h58m45.34s,284.688908,,,-41d14m32.94s,-41.242483,,,24.978,0.089,-0.089,0,1,-71.79,0.091,-0.091,0,1,2458654.253,0.003078,-0.003078,0,1,0.540933,0.000107,-0.000107,0,1,1.674337,0.329757,-0.329757,0,1,257.347473,27.641214,-27.641214,0,1,2.28501,0.57323,-0.57323,0,1,,,,,,,,,,,9.7345,0.006,-0.006,0,1,133.171,0.6935,-0.6935,0,1,5525,186,-186,0,1,4.25342,0.29667,-0.29667,0,1,1.21935,0.16458,-0.16458,0,1,8/16/2019 20:20,3/4/2020 12:58
69,1062.01,1062,299799658,299799658,1,PC,02h32m29.03s,38.120968,,,-78d01m25.26s,-78.023683,,,107.847,0.045,-0.045,0,1,30.732,0.042,-0.042,0,1,2459082.595,0.00198,-0.00198,0,1,4.11506,0.00002,-0.00002,0,1,1.175,0.798,-0.798,0,1,520,49.2964,-49.2964,0,1,2.36209,0.698451,-0.698451,0,1,124.181,,,,,929,,,,,9.478,0.006,-0.006,0,1,82.1733,0.1632,-0.1632,0,1,5394,185,-185,0,1,4.50942,0.276077,-0.276077,0,1,0.89,0.05,-0.05,0,1,8/16/2019 20:20,12/14/2020 16:00
70,1063.01,1063,406976746,406976746,1,PC,15h22m13.32s,230.555493,,,-83d03m22.37s,-83.056214,,,-89.125,0.041,-0.041,0,1,-9.6,0.044,-0.044,0,1,2458629.395,0.002164,-0.002164,0,1,10.065295,0.001624,-0.001624,0,1,2.024974,0.425045,-0.425045,0,1,788.713745,69.645622,-69.645622,0,1,2.277837,1.50487,-1.50487,0,1,67.054443,,,,,729.838257,,,,,9.0689,0.006,-0.006,0,1,61.1201,0.1009,-0.1009,0,1,5552,187,-187,0,1,4.61783,0.263463,-0.263463,0,1,0.804378,0.092796,-0.092796,0,1,8/16/2019 20:20,10/30/2020 1:59
71,1064.01,1064,79748331,79748331.01,1,PC,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0,1,-100.891,0.072,-0.072,0,1,2459036.857,0.002718,-0.002718,0,1,6.442219,0.001478,-0.001478,0,1,1.973599,0.422195,-0.422195,0,1,1019.627377,110.23098,-110.23098,0,1,2.366407,2.011067,-2.011067,0,1,60.852045,,,,,712.341987,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803,178,-178,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.056704,-0.056704,0,1,8/16/2019 20:20,10/30/2020 1:59
72,1064.02,1064,79748331,79748331.02,2,PC,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0,1,-100.891,0.072,-0.072,0,1,2459043.505,0.004984,-0.004984,0,1,12.237098,0.007051,-0.007051,0,1,2.872121,0.464252,-0.464252,0,1,1410.917398,245.90166,-245.90166,0,1,4.477133,8.32217,-8.32217,0,1,25.867306,,,,,575.184995,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803,178,-178,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.056704,-0.056704,0,1,8/16/2019 20:20,10/30/2020 1:59
73,1065.01,1065,7088246,7088246.01,1,KP,19h05m28.02s,286.36675,,,-50d04m02.46s,-50.06735,,,7.315,0.037,-0.037,0,1,-0.862,0.029,-0.029,0,1,2458654.348,0.002094,-0.002094,0,1,2.160344,0.000276,-0.000276,0,1,1.828854,0.14481,-0.14481,0,1,19357.99219,1487.618896,-1487.618896,0,1,22.503542,17.500204,-17.500204,0,1,,,,,,,,,,,13.2851,0.006,-0.006,0,1,639.004,9.4715,-9.4715,0,1,5780,,,0,1,4.32928,,,0,1,1.2,,,0,1,8/16/2019 20:20,12/17/2019 10:00
74,1066.01,1066,201604954,201604954,1,KP,19h00m23.16s,285.096517,,,-54d53m36.03s,-54.893341,,,3.99,0.054,-0.054,0,1,-37.19,0.042,-0.042,0,1,2458657.833,0.001239,-0.001239,0,1,4.606184,0.000392,-0.000392,0,1,3.121643,0.078877,-0.078877,0,1,13793.03516,1031.553223,-1031.553223,0,1,12.962219,0.582183,-0.582183,0,1,,,,,,,,,,,11.9707,0.006,-0.006,0,1,353.891,4.919,-4.919,0,1,5670,,,0,1,4.3925,,,0,1,1.07,,,0,1,8/16/2019 20:20,12/17/2019 10:00
75,1067.01,1067,201642601,201642601,1,KP,19h14m41.28s,288.672005,,,-59d34m45.66s,-59.57935,,,3.125,0.031,-0.031,0,1,6.146,0.029,-0.029,0,1,2459039.051,0.001492,-0.001492,0,1,3.131959,0.000401,-0.000401,0,1,2.334155,0.160664,-0.160664,0,1,13437.08901,523.64075,-523.64075,0,1,8.722482,0.850296,-0.850296,0,1,148.636453,,,,,890.535185,,,,,13.1686,0.006,-0.006,0,1,263.609,1.659,-1.659,0,1,4351,167,-167,0,1,4.438,,,0,1,0.76701,,,0,1,8/16/2019 20:20,9/19/2020 10:00
76,1068.01,1068,6663331,6663331.01,1,KP,18h57m35.94s,284.399762,,,-49d08m18.65s,-49.138513,,,11.096,0.044,-0.044,0,1,-5.764,0.042,-0.042,0,1,2458656.633,0.001251,-0.001251,0,1,3.180362,0.000247,-0.000247,0,1,2.111521,0.106258,-0.106258,0,1,21192.46289,682.474243,-682.474243,0,1,13.446487,0.600679,-0.600679,0,1,,,,,,,,,,,13.2887,0.006,-0.006,0,1,535.383,7.8145,-7.8145,0,1,5498,,,0,1,4.47934,,,0,1,0.92,,,0,1,8/16/2019 20:20,12/17/2019 10:00
77,1069.01,1069,31858843,31858843.01,1,KP,19h17m55.01s,289.479212,,,-32d51m36.45s,-32.860124,,,-16.778,0.108,-0.108,0,1,-31.803,0.089,-0.089,0,1,2458655.579,0.000396,-0.000396,0,1,2.977692,0.000074,-0.000074,0,1,3.08003,0.024719,-0.024719,0,1,17769.65234,144.522171,-144.522171,0,1,16.759075,2.285064,-2.285064,0,1,,,,,,,,,,,10.4293,0.006,-0.006,0,1,197.996,3.038,-3.038,0,1,5703,188,-188,0,1,4.25824,0.298282,-0.298282,0,1,1.24033,0.168855,-0.168855,0,1,8/16/2019 20:20,12/17/2019 10:00
78,107.01,107,92352620,92352620.01,1,KP,20h55m07.98s,313.783239,,,-34d08m08.7s,-34.135751,,,26.376,0.078,-0.078,0,1,-44.947,0.059,-0.059,0,1,2459039.336,0.000386,-0.000386,0,1,3.949959,0.000128,-0.000128,0,1,4.552883,0.028823,-0.028823,0,1,12820.1855,93.008575,-93.008575,0,1,19.729856,0.869864,-0.869864,0,1,1364.201304,,,,,1550.027362,,,,,9.6433,0.006,-0.006,0,1,211.211,2.4835,-2.4835,0,1,6153,,,0,1,4.18077,,,0,1,1.71036,0.074613,-0.074613,0,1,9/5/2018 18:34,9/19/2020 10:00
79,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.85s,289.478541,,,-32d51m40.78s,-32.861327,,,,,,,,,,,,,2458655.579,0.000532,-0.000532,0,1,2.977615,0.000098,-0.000098,0,1,3.25697,0.030226,-0.030226,0,1,43218.11328,416.727783,-416.727783,0,1,26.88423,0.196978,-0.196978,0,1,,,,,,,,,,,15.7114,0.023,-0.023,0,1,,,,0,1,5740,,,0,1,4.29219,,,0,1,1.28,,,0,1,8/16/2019 20:20,12/17/2019 10:00
80,1071.01,1071,120247528,120247528,1,KP,18h40m44.2s,280.184169,,,-58d27m33.8s,-58.459388,,,-27.094,0.052,-0.052,0,1,-30.897,0.048,-0.048,0,1,2458655.396,0.001083,-0.001083,0,1,3.553814,0.000237,-0.000237,0,1,2.056578,0.048296,-0.048296,0,1,9979.266602,279.589386,-279.589386,0,1,12.539744,12.542709,-12.542709,0,1,,,,,,,,,,,11.5803,0.006,-0.006,0,1,290.198,2.937,-2.937,0,1,5639,188,-188,0,1,4.37172,2.00387,-2.00387,0,1,1.07973,1.07973,-1.07973,0,1,8/16/2019 20:20,3/4/2020 13:49
81,1072.01,1072,140830390,140830390,1,FP,05h02m30.55s,75.627307,,,-72d54m50.39s,-72.913998,,,1.679,0.043,-0.043,0,1,32.797,0.04,-0.04,0,1,2459211.732,0.002195,-0.002195,0,1,12.837969,0.003124,-0.003124,0,1,9.846412,0.187841,-0.187841,0,1,10539.01928,361.00934,-361.00934,0,1,25.488638,1.376776,-1.376776,0,1,374.129,,,,,1225,,,,,11.7106,0.006,-0.006,0,1,703.878,10.696,-10.696,0,1,5765,189,-189,0,1,4.34773,2.00358,-2.00358,0,1,2.4494,0.11699,-0.11699,0,1,8/16/2019 20:20,2/19/2021 10:00
82,1073.01,1073,158297421,158297421,1,CP,19h09m56.26s,287.484402,,,-49d39m53.79s,-49.664942,,,3.827,0.058,-0.058,0,1,4.878,0.038,-0.038,0,1,2459036.473,0.001293,-0.001293,0,1,3.922547,0.000414,-0.000414,0,1,1.917072,0.104991,-0.104991,0,1,29838.19945,1246.6176,-1246.6176,0,1,12.936978,0.555723,-0.555723,0,1,91.175494,,,,,788.114433,,,,,13.6699,0.006,-0.006,0,1,300.67,3.806,-3.806,0,1,4444,168,-168,0,1,4.438,,,0,1,0.6983,,,0,1,8/16/2019 20:20,9/19/2020 10:00
83,1074.01,1074,327301957,327301957,1,PC,20h43m02.64s,310.761004,,,-72d00m36.96s,-72.010267,,,20.031,0.042,-0.042,0,1,42.175,0.054,-0.054,0,1,2458662.652,0.005474,-0.005474,0,1,13.925997,0.007779,-0.007779,0,1,4.475409,0.470037,-0.470037,0,1,1550.688843,142.723038,-142.723038,0,1,3.470318,0.529515,-0.529515,0,1,,,,,,,,,,,10.6339,0.006,-0.006,0,1,107.356,0.408,-0.408,0,1,5206,183,-183,0,1,4.63095,0.280579,-0.280579,0,1,0.753918,0.096197,-0.096197,0,1,8/16/2019 20:20,10/30/2020 1:59
84,1075.01,1075,351601843,351601843,1,PC,20h39m53.09s,309.971209,,,-65d26m58.92s,-65.449699,,,-99.737,0.023,-0.023,0,1,-59.95,0.039,-0.039,0,1,2458654.251,0.001691,-0.001691,0,1,0.604763,0.000063,-0.000063,0,1,1.063609,0.315617,-0.315617,0,1,968.460571,85.293213,-85.293213,0,1,2.036747,2.482144,-2.482144,0,1,,,,,,,,,,,11.1186,0.007,-0.007,0,1,61.4592,0.09435,-0.09435,0,1,4046,170,-170,0,1,4.60963,0.230678,-0.230678,0,1,0.653189,0.064645,-0.064645,0,1,8/16/2019 20:20,10/30/2020 1:59
85,1076.01,1076,360742636,360742636,1,KP,19h38m32.09s,294.633694,,,-55d19m48.97s,-55.330269,,,5.382,0.051,-0.051,0,1,-38.112,0.047,-0.047,0,1,2458654.163,0.000358,-0.000358,0,1,2.549553,0.000052,-0.000052,0,1,2.598449,0.026225,-0.026225,0,1,15944.37305,119.39357,-119.39357,0,1,13.024976,0.122357,-0.122357,0,1,,,,,,,,,,,11.2474,0.006,-0.006,0,1,248.46,2.1455,-2.1455,0,1,5659,,,0,1,4.44653,,,0,1,1.02,,,0,1,8/16/2019 20:20,12/17/2019 10:00
86,1077.01,1077,369960846,369960846,1,PC,11h35m14.59s,173.810798,,,-88d05m46.37s,-88.096213,,,-22.788,0.032,-0.032,0,1,9.977,0.031,-0.031,0,1,2458654.107,0.001087,-0.001087,0,1,1.606295,0.000101,-0.000101,0,1,1.974814,0.087728,-0.087728,0,1,18133.39453,473.976685,-473.976685,0,1,12.274219,12.286726,-12.286726,0,1,,,,,,,,,,,13.461,0.006,-0.006,0,1,463.683,3.3225,-3.3225,0,1,5192,182,-182,0,1,4.4617,2.00368,-2.00368,0,1,0.914109,0.914109,-0.914109,0,1,8/16/2019 20:20,12/17/2019 10:00
87,1078.01,1078,370133522,370133522,1,CP,20h27m42.88s,306.928646,,,-56d27m44.23s,-56.462287,,,424.414,0.073,-0.073,0,1,-1230.62,0.073,-0.073,0,1,2458654.106,0.000752,-0.000752,0,1,0.518224,0.000025,-0.000025,0,1,0.718441,0.227664,-0.227664,0,1,847.714661,62.324791,-62.324791,0,1,1.13486,1.07129,-1.07129,0,1,,,,,,,,,,,10.1165,0.007,-0.007,0,1,20.373,0.0192,-0.0192,0,1,3325,102,-102,0,1,4.88693,0.098941,-0.098941,0,1,0.383,0.017,-0.017,0,1,8/16/2019 20:20,12/18/2020 12:01
