rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
2003,485.01,485,427352241,427352241,1,FP,05h34m29.52s,83.622986,,,-04d24m54.16s,-4.415044,,,-13.311,0.082,-0.082,0,1,-30.295,0.071,-0.071,0,1,2459198.438,0.000929,-0.000929,0,1,1.266715,0.000003,-0.000003,0,1,1.712,0.475,-0.475,0,1,1870,12.3444,-12.3444,0,1,8.31491,0.803332,-0.803332,0,1,3265.32,,,,,2105,,,,,9.9955,0.031,-0.031,0,1,282.205,3.579,-3.579,0,1,6084,193,-193,0,1,4.28965,2.00468,-2.00468,0,1,1.87,0.08,-0.08,0,1,2/22/2019 14:51,2/2/2021 10:00
2004,486.01,486,260708537,260708537,1,PC,06h33m49.17s,98.454881,,,-58d31m30.12s,-58.525032,,,-404.351,0.069,-0.069,0,1,795.85,0.068,-0.068,0,1,2459155.713,0.003394,-0.003394,0,1,1.744696,0.00001,-0.00001,0,1,1.082,0.223,-0.223,0,1,158,0.458309,-0.458309,0,1,0.565947,0.036166,-0.036166,0,1,45.8264,,,,,724,,,,,9.36854,0.007,-0.007,0,1,15.2142,0.00715,-0.00715,0,1,3445,87,-87,0,1,4.85243,0.061474,-0.061474,0,1,0.43,0.01,-0.01,0,1,12/4/2018 21:48,1/30/2021 10:00
2005,487.01,487,31852980,31852980.01,1,PC,03h30m09.73s,52.540546,,,-70d23m58.5s,-70.399584,,,,,,,,,,,,,2458330.911,0.005604,-0.005604,0,1,24.332541,0.001873,-0.001873,0,1,5.756567,0.43611,-0.43611,0,1,555.016296,52.902546,-52.902546,0,1,2.727569,2.738268,-2.738268,0,1,30.708181,,,,,600.389771,,,,,9.8542,0.007,-0.007,0,1,,,,0,1,5450,185,-185,0,1,4.40968,2.00408,-2.00408,0,1,1.0083,1.0083,-1.0083,0,1,10/22/2018 18:34,10/30/2020 1:59
2006,487.02,487,31852980,31852980.02,2,PC,03h30m09.73s,52.540546,,,-70d23m58.5s,-70.399584,,,,,,,,,,,,,2459135.319,0.004269,-0.004269,0,1,7.414548,0.000058,-0.000058,0,1,3.429,0.408,-0.408,0,1,456,0.451406,-0.451406,0,1,,,,0,1,153.422,,,,,980,,,,,9.8542,0.007,-0.007,0,1,,,,0,1,5450,185,-185,0,1,4.40968,2.00408,-2.00408,0,1,,,,0,1,10/22/2018 18:34,12/22/2020 10:00
2007,488.01,488,452866790,452866790,1,CP,08h02m22.47s,120.593607,,,+03d20m13.79s,3.337163,,,-403.168,0.086,-0.086,0,1,-381.015,0.048,-0.048,0,1,2458492.202,0.002097,-0.002097,0,1,1.198126,0.000192,-0.000192,0,1,1.059702,0.517039,-0.517039,0,1,1050.98938,125.173759,-125.173759,0,1,1.161745,1.297553,-1.297553,0,1,53.723129,,,,,690.494263,,,,,11.1972,0.007,-0.007,0,1,27.3644,0.0376,-0.0376,0,1,3332,63,-63,0,1,4.91528,0.142281,-0.142281,0,1,0.347,0.021,-0.021,0,1,3/8/2019 14:44,12/18/2020 12:01
2008,489.01,489,455096220,455096220,1,KP,08h13m00.17s,123.250703,,,+04d47m13.3s,4.787029,,,-9.57,0.081,-0.081,0,1,-7.348,0.052,-0.052,0,1,2458492.341,0.000899,-0.000899,0,1,3.646774,0.000246,-0.000246,0,1,3.909439,0.078559,-0.078559,0,1,9768.142578,168.008224,-168.008224,0,1,14.522787,0.291142,-0.291142,0,1,1032.209717,,,,,1445.645264,,,,,11.8997,0.006,-0.006,0,1,506.965,12.872,-12.872,0,1,6096,,,0,1,4.21513,,,0,1,1.44,,,0,1,3/8/2019 14:44,12/17/2019 10:00
2009,490.01,490,455135327,455135327,1,KP,08h15m47.96s,123.949843,,,+05d50m12.72s,5.836867,,,-17.516,0.081,-0.081,0,1,23.782,0.058,-0.058,0,1,2458491.916,0.000266,-0.000266,0,1,2.810577,0.000057,-0.000057,0,1,2.206894,0.016816,-0.016816,0,1,10758.74512,83.446449,-83.446449,0,1,14.383886,0.081052,-0.081052,0,1,1199.137085,,,,,1500.848877,,,,,9.93908,0.006,-0.006,0,1,213.985,2.195,-2.195,0,1,6304,,,0,1,4.35913,,,0,1,1.22,,,0,1,3/8/2019 14:44,12/17/2019 10:00
2010,491.01,491,468987719,468987719,1,KP,08h35m42.17s,128.925689,,,+10d12m23.71s,10.206587,,,-9.051,0.046,-0.046,0,1,-13.686,0.032,-0.032,0,1,2458493.547,0.001036,-0.001036,0,1,3.333395,0.000286,-0.000286,0,1,3.154608,0.092968,-0.092968,0,1,15273.25391,345.08374,-345.08374,0,1,13.689915,0.39006,-0.39006,0,1,557.819031,,,,,1239.490112,,,,,12.7656,0.007,-0.007,0,1,528.825,7.483,-7.483,0,1,5645,,,0,1,4.37683,,,0,1,1.1,,,0,1,3/8/2019 14:44,12/17/2019 10:00
2011,492.01,492,17746821,17746821.01,1,KP,07h52m15.23s,118.063438,,,+12d08m21.65s,12.139347,,,6.736,0.094,-0.094,0,1,-12.125,0.049,-0.049,0,1,2458493.169,0.001231,-0.001231,0,1,3.122001,0.000285,-0.000285,0,1,3.813578,0.079483,-0.079483,0,1,6754.432617,132.669937,-132.669937,0,1,15.118677,0.233066,-0.233066,0,1,1961.78833,,,,,1697.394531,,,,,11.3155,0.006,-0.006,0,1,515.458,16.1965,-16.1965,0,1,6280,,,0,1,4.08133,,,0,1,1.7,,,0,1,3/8/2019 14:44,12/17/2019 10:00
2012,493.01,493,19025965,19025965.01,1,PC,07h58m30.65s,119.627721,,,+12d52m59.74s,12.88326,,,-49.092,0.071,-0.071,0,1,-45.465,0.044,-0.044,0,1,2458493.318,0.002594,-0.002594,0,1,5.947773,0.001378,-0.001378,0,1,2.11695,0.443768,-0.443768,0,1,2996.516846,272.206268,-272.206268,0,1,3.839712,2.370027,-2.370027,0,1,52.631889,,,,,686.960876,,,,,11.4479,0.006,-0.006,0,1,107.355,0.467,-0.467,0,1,4383,174,-174,0,1,4.56546,0.238209,-0.238209,0,1,0.715231,0.073857,-0.073857,0,1,3/8/2019 14:44,12/19/2019 12:00
2013,494.01,494,19519368,19519368.01,1,PC,08h18m46.9s,124.695407,,,-06d47m09.32s,-6.785921,,,-109.727,0.067,-0.067,0,1,-16.829,0.052,-0.052,0,1,2458493.296,0.003535,-0.003535,0,1,1.701876,0.000465,-0.000465,0,1,1.837945,0.449351,-0.449351,0,1,447.047852,51.630692,-51.630692,0,1,2.329152,3.778988,-3.778988,0,1,529.648132,,,,,1223.535645,,,,,10.0854,0.006,-0.006,0,1,89.9559,0.375,-0.375,0,1,4985,114,-114,0,1,4.67,0.16,-0.16,0,1,1.0987,0.221968,-0.221968,0,1,3/8/2019 14:44,12/17/2019 10:00
2014,495.01,495,22529346,22529346.01,1,KP,07h10m24.06s,107.600231,,,-39d05m50.17s,-39.09727,,,-3.848,0.04,-0.04,0,1,25.607,0.042,-0.042,0,1,2459239.105,0.000064,-0.000064,0,1,1.274925,,,0,1,2.745,0.006,-0.006,0,1,18940,0.021546,-0.021546,0,1,22.0672,0.876964,-0.876964,0,1,5431.96,,,,,2391,,,,,10.056,0.006,-0.006,0,1,269.898,1.571,-1.571,0,1,6459,,,0,1,4.24006,,,0,1,1.52,0.06,-0.06,0,1,3/8/2019 14:44,2/19/2021 16:00
2015,496.01,496,88977253,88977253.01,1,APC,08h12m23.44s,123.097668,,,-05d46m07.17s,-5.768659,,,-1.076,0.078,-0.078,0,1,0.83,0.052,-0.052,0,1,2458492.708,0.000567,-0.000567,0,1,2.767691,0.000112,-0.000112,0,1,1.876437,0.042975,-0.042975,0,1,22690.26367,564.17865,-564.17865,0,1,28.980984,14.55595,-14.55595,0,1,2360.100098,,,,,1777.674927,,,,,12.33,0.007,-0.007,0,1,791.384,29.483,-29.483,0,1,6717.029785,158.020004,-158.020004,0,1,4.2,0.05,-0.05,0,1,1.54739,0.746179,-0.746179,0,1,3/8/2019 14:44,11/30/2020 3:13
2016,497.01,497,108645766,108645766,1,FP,07h29m47.14s,112.446414,,,-28d29m02.1s,-28.483916,,,207.907,0.067,-0.067,0,1,-171.569,0.09,-0.09,0,1,2458492.914,0.006628,-0.006628,0,1,2.974175,0.001636,-0.001636,0,1,3.031634,0.343247,-0.343247,0,1,11707.25684,1687.354126,-1687.354126,0,1,3.756355,0.897648,-0.897648,0,1,13.86784,,,,,492.177734,,,,,13.2312,0.007,-0.007,0,1,56.336,0.1543,-0.1543,0,1,3333,102,-102,0,1,4.94824,0.506965,-0.506965,0,1,0.302,0.065,-0.065,0,1,3/8/2019 14:44,12/17/2019 10:00
2017,498.01,498,121338379,121338379,1,APC,08h36m21.79s,129.090789,,,-03d51m36.73s,-3.860202,,,-22.854,0.066,-0.066,0,1,4.87,0.058,-0.058,0,1,2458491.892,0.000553,-0.000553,0,1,0.275043,0.000012,-0.000012,0,1,0.7559,0.060879,-0.060879,0,1,995.21818,63.576267,-63.576267,0,1,6.841338,9.718639,-9.718639,0,1,30791.47011,,,,,3378.526702,,,,,9.58094,0.006,-0.006,0,1,188.364,1.443,-1.443,0,1,6218,195,-195,0,1,4.26662,2.00625,-2.00625,0,1,1.33412,1.33412,-1.33412,0,1,3/8/2019 14:44,2/9/2021 10:00
2018,499.01,499,123702439,123702439,1,PC,07h42m33.29s,115.638695,,,-43d33m12.58s,-43.553495,,,-25.701,0.046,-0.046,0,1,80.905,0.054,-0.054,0,1,2458500.107,0.001567,-0.001567,0,1,8.521168,0.002075,-0.002075,0,1,2.766093,0.427255,-0.427255,0,1,1515.222656,107.120239,-107.120239,0,1,4.06389,1.581654,-1.581654,0,1,171.555054,,,,,923.040222,,,,,10.1374,0.006,-0.006,0,1,158.659,0.7455,-0.7455,0,1,5997,192,-192,0,1,4.45722,0.328186,-0.328186,0,1,1.02891,0.156669,-0.156669,0,1,3/8/2019 14:44,10/30/2020 1:59
2019,500.01,500,134200185,134200185,1,PC,07h06m14.18s,106.559098,,,-47d35m16.14s,-47.587816,,,135.798,0.04,-0.04,0,1,-146.251,0.037,-0.037,0,1,2458468.39,0.000996,-0.000996,0,1,0.548167,0.000019,-0.000019,0,1,0.91293,0.086999,-0.086999,0,1,229.49441,18.331736,-18.331736,0,1,1.235844,0.89114,-0.89114,0,1,1762.49234,,,,,1652.538397,,,,,9.4022,0.006,-0.006,0,1,47.3924,0.0473,-0.0473,0,1,4590,176,-176,0,1,4.50961,0.324858,-0.324858,0,1,0.784845,0.118543,-0.118543,0,1,3/8/2019 14:44,1/28/2021 16:00
2020,501.01,501,134537478,134537478,1,KP,07h13m12.34s,108.301409,,,-42d24m35.14s,-42.409762,,,-11.287,0.041,-0.041,0,1,-1.855,0.042,-0.042,0,1,2459202.944,0.000241,-0.000241,0,1,1.710056,0.000029,-0.000029,0,1,2.195892,0.01504,-0.01504,0,1,11223.1752,68.05061,-68.05061,0,1,17.988065,0.879717,-0.879717,0,1,2978.324782,,,,,1884.138237,,,,,10.3887,0.006,-0.006,0,1,250.121,1.539,-1.539,0,1,5720,,,0,1,4.16816,,,0,1,1.50815,0.073414,-0.073414,0,1,3/8/2019 14:44,2/19/2021 16:00
2021,502.01,502,172193428,172193428,1,PC,06h34m07.67s,98.53195,,,-28d24m15s,-28.404168,,,-12.389,0.068,-0.068,0,1,16.52,0.084,-0.084,0,1,2459223.213,0.000869,-0.000869,0,1,2.941271,0.000005,-0.000005,0,1,1.253,0.258,-0.258,0,1,1080,4.99719,-4.99719,0,1,6.05499,0.419598,-0.419598,0,1,244.231,,,,,1101,,,,,10.3773,0.006,-0.006,0,1,215.387,2.802,-2.802,0,1,5642,188,-188,0,1,4.16735,0.325713,-0.325713,0,1,1.21,0.06,-0.06,0,1,3/8/2019 14:44,2/19/2021 16:00
2022,503.01,503,186812530,186812530,1,CP,08h17m16.89s,124.320365,,,+12d36m04.76s,12.601322,,,-9.336,0.095,-0.095,0,1,-9.945,0.053,-0.053,0,1,2458492.053,0.000563,-0.000563,0,1,3.677469,0.000158,-0.000158,0,1,1.835655,0.044764,-0.044764,0,1,3648.05542,124.475601,-124.475601,0,1,12.699243,3.160989,-3.160989,0,1,2824.099854,,,,,1859.258423,,,,,9.19813,0.006,-0.006,0,1,255.416,3.8885,-3.8885,0,1,7887,218,-218,0,1,4.28126,0.47567,-0.47567,0,1,1.64528,0.35241,-0.35241,0,1,3/8/2019 14:44,12/1/2020 3:10
2023,504.01,504,219164808,219164808,1,APC,06h03m05.78s,90.77407,,,-52d05m03.52s,-52.084311,,,-8.962,0.062,-0.062,0,1,11.404,0.065,-0.065,0,1,2459202.9,0.000848,-0.000848,0,1,1.677352,0.000104,-0.000104,0,1,2.547608,0.062223,-0.062223,0,1,3124.473094,61.10929,-61.10929,0,1,23.102371,9.316308,-9.316308,0,1,15111.31538,,,,,2827.778036,,,,,9.6646,0.006,-0.006,0,1,425.719,5.639,-5.639,0,1,6915,204,-204,0,1,4.17618,1.79143,-1.79143,0,1,2.56205,0.103301,-0.103301,0,1,3/8/2019 14:44,2/19/2021 10:00
2024,505.01,505,268644785,268644785,1,KP,07h49m39.59s,117.414976,,,-52d07m13.61s,-52.120447,,,-4.516,0.041,-0.041,0,1,-2.283,0.039,-0.039,0,1,2458494.135,0.000429,-0.000429,0,1,3.329371,0.000118,-0.000118,0,1,4.049481,0.035538,-0.035538,0,1,11042.78613,96.789505,-96.789505,0,1,15.876782,0.138143,-0.138143,0,1,1196.562744,,,,,1500.042725,,,,,10.6815,0.006,-0.006,0,1,324.683,2.4605,-2.4605,0,1,6003,,,0,1,4.16979,,,0,1,1.48,,,0,1,3/8/2019 14:44,12/17/2019 10:00
2025,506.01,506,274138511,274138511,1,FP,07h46m44.88s,116.68702,,,+06d26m44.05s,6.445569,,,-7.001,0.067,-0.067,0,1,-30.304,0.037,-0.037,0,1,2458492.5,0.003381,-0.003381,0,1,2.774207,0.000722,-0.000722,0,1,2.393565,0.531679,-0.531679,0,1,693.389893,66.471954,-66.471954,0,1,2.582442,3.122172,-3.122172,0,1,444.231018,,,,,1170.905884,,,,,10.4215,0.006,-0.006,0,1,267.292,2.665,-2.665,0,1,5280,183,-183,0,1,4.44454,2.00384,-2.00384,0,1,0.945062,0.945062,-0.945062,0,1,3/8/2019 14:44,12/17/2019 10:00
2026,507.01,507,348538431,348538431,1,PC,08h06m31.1s,121.629579,,,-15d45m52.88s,-15.76469,,,47.801,0.077,-0.077,0,1,-15.298,0.058,-0.058,0,1,2458492.097,0.000239,-0.000239,0,1,0.899485,0.000016,-0.000016,0,1,1.196347,0.0193,-0.0193,0,1,68222.53906,1121.631714,-1121.631714,0,1,9.812343,2.201844,-2.201844,0,1,69.169418,,,,,735.526428,,,,,13.2304,0.007,-0.007,0,1,110.884,0.6935,-0.6935,0,1,3338,64,-64,0,1,4.9469,0.402157,-0.402157,0,1,0.304,0.052,-0.052,0,1,3/8/2019 14:44,3/27/2020 12:00
2027,508.01,508,425206121,425206121,1,KP,07h26m02.29s,111.509529,,,+07d36m56.79s,7.615776,,,-2.85,0.09,-0.09,0,1,-1.371,0.08,-0.08,0,1,2459222.79,0.000183,-0.000183,0,1,4.611733,0.000002,-0.000002,0,1,4.065,0.151,-0.151,0,1,11890,0.215946,-0.215946,0,1,18.7958,0.671401,-0.671401,0,1,1460.67,,,,,1722,,,,,9.654,0.006,-0.006,0,1,300.276,4.614,-4.614,0,1,7346,210,-210,0,1,4.14208,1.62475,-1.62475,0,1,1.67,0.06,-0.06,0,1,3/8/2019 14:44,2/19/2021 16:00
2028,509.01,509,453211454,453211454,1,PC,07h51m41.91s,117.924642,,,+09d23m06.87s,9.385241,,,-78.797,0.079,-0.079,0,1,-188.706,0.043,-0.043,0,1,2458494.446,0.001498,-0.001498,0,1,18.119809,0.002151,-0.002151,0,1,3.669772,0.189904,-0.189904,0,1,891.412821,42.6545,-42.6545,0,1,3.073257,0.499603,-0.499603,0,1,46.819522,,,,,667.154613,,,,,7.9259,0.006,-0.006,0,1,48.9739,0.1055,-0.1055,0,1,5560.26,43.3509,-43.3509,0,1,4.438,,,0,1,0.996346,0.089708,-0.089708,0,1,3/8/2019 14:44,9/18/2020 13:05
2029,510.01,510,238086647,238086647,1,PC,06h59m50.16s,104.95898,,,-49d30m26.93s,-49.50748,,,103.222,0.045,-0.045,0,1,-69.867,0.047,-0.047,0,1,2458492.578,0.001521,-0.001521,0,1,1.352479,0.000156,-0.000156,0,1,0.561656,0.151217,-0.151217,0,1,329.981323,44.062145,-44.062145,0,1,2.809534,2.816144,-2.816144,0,1,4001.156494,,,,,2028.458496,,,,,8.4633,0.006,-0.006,0,1,93.0994,0.1949,-0.1949,0,1,5915,191,-191,0,1,4.1283,0.268589,-0.268589,0,1,1.48283,0.177962,-0.177962,0,1,3/18/2019 17:05,10/30/2020 1:59
2030,511.01,511,440777904,440777904,1,KP,07h15m18.03s,108.825117,,,+14d15m45.38s,14.262606,,,8.152,0.077,-0.077,0,1,-1.716,0.063,-0.063,0,1,2459203.007,0.000535,-0.000535,0,1,3.355317,0.000126,-0.000126,0,1,3.686856,0.040598,-0.040598,0,1,11088.55248,92.12245,-92.12245,0,1,15.384027,0.774814,-0.774814,0,1,1294.891485,,,,,1529.953013,,,,,11.3072,0.007,-0.007,0,1,415.344,6.5355,-6.5355,0,1,6373,,,0,1,4.27283,,,0,1,1.41886,0.070256,-0.070256,0,1,3/18/2019 17:05,2/18/2021 16:00
2031,512.01,512,119292328,119292328,1,PC,06h26m35.21s,96.646702,,,-38d36m25.96s,-38.60721,,,3.004,0.042,-0.042,0,1,-109.019,0.044,-0.044,0,1,2458492.784,0.004878,-0.004878,0,1,7.187118,0.002616,-0.002616,0,1,2.862583,0.505017,-0.505017,0,1,299.916809,37.084618,-37.084618,0,1,1.665999,0.957696,-0.957696,0,1,134.17868,,,,,868.041809,,,,,8.9767,0.006,-0.006,0,1,67.3975,0.11655,-0.11655,0,1,5581,187,-187,0,1,4.52166,0.26533,-0.26533,0,1,0.901914,0.105192,-0.105192,0,1,3/18/2019 17:05,10/30/2020 1:59
2032,513.01,513,431999925,431999925,1,FP,08h03m09.59s,120.789948,,,-20d00m36.33s,-20.010091,,,64.87,2,-2,0,1,-60.53,2,-2,0,1,2458492.93,0.008993,-0.008993,0,1,1.445433,0.000968,-0.000968,0,1,3.684343,0.720241,-0.720241,0,1,16635.28906,2183.406738,-2183.406738,0,1,3.493627,0.975823,-0.975823,0,1,29.257727,,,,,593.170959,,,,,14.7095,0.007,-0.007,0,1,190.2254,,,0,1,3266,101,-101,0,1,4.98546,0.527945,-0.527945,0,1,0.269,0.06,-0.06,0,1,3/18/2019 17:05,12/17/2019 10:00
2033,514.01,514,366576758,366576758,1,KP,08h31m31.9s,127.882912,,,+11d55m20.12s,11.922255,,,-13.149,0.061,-0.061,0,1,-2.452,0.037,-0.037,0,1,2458495.846,0.00294,-0.00294,0,1,11.388472,0.004193,-0.004193,0,1,3.8512,0.322052,-0.322052,0,1,17119.67578,970.042053,-970.042053,0,1,10.782324,0.988451,-0.988451,0,1,45.402359,,,,,662.047791,,,,,13.6674,0.008,-0.008,0,1,475.758,8.116,-8.116,0,1,5027,,,0,1,4.51935,,,0,1,0.83,,,0,1,3/18/2019 17:05,12/17/2019 10:00
2034,515.01,515,366622912,366622912,1,PC,08h32m16.1s,128.067093,,,+11d37m50.56s,11.63071,,,-9.569,0.06,-0.06,0,1,-2.149,0.04,-0.04,0,1,2458493.283,0.001202,-0.001202,0,1,3.115247,0.000286,-0.000286,0,1,2.299143,0.104384,-0.104384,0,1,25478.15234,814.378601,-814.378601,0,1,15.83531,0.706427,-0.706427,0,1,314.14386,,,,,1073.746826,,,,,13.7988,0.007,-0.007,0,1,442.813,6.8055,-6.8055,0,1,4973,172,-172,0,1,4.438,,,0,1,1,,,0,1,3/18/2019 17:05,3/25/2020 12:00
2035,516.01,516,318937509,318937509,1,APC,07h29m31.57s,112.381555,,,+02d50m52.63s,2.847953,,,18.804,0.151,-0.151,0,1,-38.756,0.11,-0.11,0,1,2458492.65,0.000949,-0.000949,0,1,1.04855,0.000073,-0.000073,0,1,1.062799,0.058793,-0.058793,0,1,34644.95398,2105.8394,-2105.8394,0,1,4.183797,0.977004,-0.977004,0,1,26.919249,,,,,580.945626,,,,,14.114,0.009,-0.009,0,1,150.5,2.0185,-2.0185,0,1,3109,98,-98,0,1,5.06577,0.548895,-0.548895,0,1,0.202,0.046,-0.046,0,1,3/18/2019 17:05,2/9/2021 10:00
2036,517.01,517,308307606,308307606,1,FP,08h00m47.98s,120.199911,,,-60d51m56.28s,-60.865633,,,-5.8,0.03,-0.03,0,1,11.426,0.032,-0.032,0,1,2458496.578,0.003205,-0.003205,0,1,15.00263,0.004596,-0.004596,0,1,2.451605,0.266214,-0.266214,0,1,10534.36719,1028.245117,-1028.245117,0,1,11.937991,11.974361,-11.974361,0,1,64.217621,,,,,721.99353,,,,,13.2361,0.006,-0.006,0,1,416.217,2.6445,-2.6445,0,1,5522,180,-180,0,1,4.39493,,,0,1,1.03562,1.03562,-1.03562,0,1,3/18/2019 17:05,12/17/2019 10:00
2037,518.01,518,264979636,264979636,1,PC,07h42m52.03s,115.71678,,,+08d52m00.86s,8.866906,,,-11.23,0.079,-0.079,0,1,-13.192,0.058,-0.058,0,1,2458495.79,0.003243,-0.003243,0,1,17.878969,0.004585,-0.004585,0,1,2.124101,0.809095,-0.809095,0,1,976.801575,136.645462,-136.645462,0,1,3.618524,4.193206,-4.193206,0,1,63.765594,,,,,720.719604,,,,,10.1432,0.006,-0.006,0,1,159.814,1.219,-1.219,0,1,5596,187,-187,0,1,4.32233,0.294962,-0.294962,0,1,1.13674,0.151592,-0.151592,0,1,3/18/2019 17:05,12/19/2019 12:00
2038,519.01,519,218795833,218795833,1,PC,08h18m25.62s,124.606758,,,-19d39m46.05s,-19.662792,,,-41.992,0.095,-0.095,0,1,29.095,0.073,-0.073,0,1,2458491.877,0.000411,-0.000411,0,1,1.265223,0.000036,-0.000036,0,1,1.240773,0.032097,-0.032097,0,1,139604.1563,2458.298096,-2458.298096,0,1,9.497154,2.123624,-2.123624,0,1,30.804203,,,,,600.858521,,,,,14.4347,0.007,-0.007,0,1,115.557,0.9295,-0.9295,0,1,3225,100,-100,0,1,5.00457,0.531516,-0.531516,0,1,0.251,0.056,-0.056,0,1,3/18/2019 17:05,3/25/2020 12:00
2039,520.01,520,148479278,148479278,1,PC,06h50m37.91s,102.657977,,,-37d57m36.7s,-37.960195,,,-12.079,0.048,-0.048,0,1,9.031,0.058,-0.058,0,1,2458491.707,0.003087,-0.003087,0,1,0.522797,0.000125,-0.000125,0,1,2.014599,0.467167,-0.467167,0,1,139.104523,18.818766,-18.818766,0,1,1.809812,1.658171,-1.658171,0,1,25622.3457,,,,,3226.817871,,,,,9.3777,0.006,-0.006,0,1,222.315,1.5185,-1.5185,0,1,7450,211,-211,0,1,4.33986,0.416811,-0.416811,0,1,1.46403,0.257435,-0.257435,0,1,3/18/2019 17:05,10/30/2020 1:59
2040,521.01,521,27649847,27649847.01,1,PC,08h13m22.62s,123.344257,,,+12d13m19.59s,12.222108,,,90.409,0.092,-0.092,0,1,80.695,0.05,-0.05,0,1,2458492.723,0.00257,-0.00257,0,1,1.542131,0.000295,-0.000295,0,1,1.112434,0.281309,-0.281309,0,1,2384.399902,289.334473,-289.334473,0,1,1.449216,0.393694,-0.393694,0,1,33.449898,,,,,613.364258,,,,,12.4029,0.007,-0.007,0,1,60.9425,0.22385,-0.22385,0,1,3439,69,-69,0,1,4.97486,0.436074,-0.436074,0,1,0.268,0.047,-0.047,0,1,3/18/2019 17:05,3/25/2020 12:00
2041,522.01,522,19451711,19451711.01,1,PC,08h18m24.64s,124.602684,,,-07d34m16.46s,-7.571238,,,-32.971,0.066,-0.066,0,1,9.711,0.059,-0.059,0,1,2458491.705,0.001292,-0.001292,0,1,0.397554,0.000042,-0.000042,0,1,1.712397,0.300345,-0.300345,0,1,107.215195,9.371282,-9.371282,0,1,2.023658,2.161255,-2.161255,0,1,36339.00781,,,,,3521.380859,,,,,7.3645,0.006,-0.006,0,1,111.179,0.5865,-0.5865,0,1,7381,80,-80,0,1,4.438,,,0,1,1.89537,0.201579,-0.201579,0,1,3/18/2019 17:05,12/17/2019 10:00
2042,523.01,523,93125144,93125144.01,1,FA,05h39m23.17s,84.846558,,,-19d33m30.02s,-19.55834,,,20.435,0.116,-0.116,0,1,-56.395,0.185,-0.185,0,1,2458472.96,0.001169,-0.001169,0,1,9.91102,0.001685,-0.001685,0,1,2.981681,0.100397,-0.100397,0,1,6044.134277,570.809204,-570.809204,0,1,7.705774,1.300738,-1.300738,0,1,63.441837,,,,,719.80304,,,,,9.6833,0.006,-0.006,0,1,77.8471,0.5851,-0.5851,0,1,4692,177,-177,0,1,4.29723,0.337979,-0.337979,0,1,0.941705,0.147578,-0.147578,0,1,2/26/2019 17:36,3/1/2021 12:01
2043,524.01,524,365690646,365690646,1,FA,05h26m10.38s,81.54323,,,+06d54m44.31s,6.912307,,,-7.797,0.087,-0.087,0,1,-9.559,0.07,-0.07,0,1,2458471.143,0.002412,-0.002412,0,1,12.983175,0.003306,-0.003306,0,1,1.527578,0.761684,-0.761684,0,1,1180.996948,161.238937,-161.238937,0,1,5.933251,6.288821,-6.288821,0,1,397.468689,,,,,1138.7948,,,,,10.094,0.006,-0.006,0,1,293.27,3.5595,-3.5595,0,1,6962.640137,13.5697,-13.5697,0,1,4.14716,0.016843,-0.016843,0,1,1.67983,0.066178,-0.066178,0,1,2/26/2019 17:36,2/4/2021 12:01
2044,525.01,525,71512186,71512186.01,1,PC,06h00m40.79s,90.169954,,,-08d28m06.03s,-8.468341,,,6.818,0.058,-0.058,0,1,-55.906,0.058,-0.058,0,1,2458471.036,0.003723,-0.003723,0,1,14.821751,0.005283,-0.005283,0,1,6.071374,0.599665,-0.599665,0,1,486.159698,42.113205,-42.113205,0,1,3.633732,1.194901,-1.194901,0,1,303.860931,,,,,1064.850098,,,,,8.7784,0.006,-0.006,0,1,152.042,0.802,-0.802,0,1,7064,206,-206,0,1,4.22374,0.333564,-0.333564,0,1,1.60059,0.188814,-0.188814,0,1,2/26/2019 17:36,3/2/2021 12:01
